model	DeepSeek-R1	DeepSeek-V3	DeepSeek-V3-0324	Llama-3.3-70B-Instruct-Turbo	Llama-4-Maverick-17B	Llama-4-Scout-17B	Qwen2.5-VL-7B-Instruct	Qwen3-235B-A22B-FP8	claude-3-5-haiku-20241022	claude-3-5-sonnet-20241022	claude-3-7-sonnet-20250219	claude-3-haiku-20240307	gemini-2.0-flash	gemini-2.0-flash-lite	gemini-2.0-flash-thinking-exp	gemini-2.0-pro-exp	gemini-2.5-flash-preview-04-17	gemini-2.5-pro-preview-03-25	gemma-3-12b-it	gemma-3-1b-it	gemma-3-27b-it	gemma-3-4b-it	gpt-4.1	gpt-4.1-mini	gpt-4.1-nano	gpt-4o	gpt-4o-mini	grok-2-latest	grok-3-fast-latest	grok-3-latest	grok-3-mini-fast-latest	grok-3-mini-latest	o1-mini	o3	o3-mini	o4-mini
claude-3-7-sonnet-20250219	0.1576982446792484	0.4454350502046346	0.2117402511363047	0.6914605824775757	0.9661847326104146	0.714330040688459	0.6258143316767087	-0.2899433799239738	0.6285977277807384	0.8476301751101148	1.0	0.9600670067556089	0.2266755295521978	0.3210303389479518	0.5825022706020516	0.565997621219506	0.5937567003085211	0.3117032383754975	-0.2285378102413871	-0.7689626291575571	0.7879817841111931	0.2465919147163478	0.0908138543573259	0.397209519981179	0.6358344663327267	0.8488013939649942	0.7681225454874255	0.4063519394450274	0.7240410443296026	0.6395524466293419	0.2521412313214806	0.200612254933658	0.5968526920760816	0.3970493414726992	0.8393254146737041	0.3217170523130678
claude-3-haiku-20240307	-0.1045949421928385	0.1773071681875993	0.0013872268198988	0.765039326693643	0.956496253402328	0.5140501322274204	0.4181756055998124	-0.5460899316794647	0.3883161607173734	0.856950695304901	0.9600670067556089	1.0	0.4821011923545649	0.0743046746307482	0.537309579942683	0.5625297254644083	0.6096842229453252	0.5219916963514031	-0.2950322719955144	-0.6026951168697984	0.7007502095711219	-0.0333470389140461	-0.1914232853949492	0.1409419364096958	0.4013948815504387	0.6813082539946116	0.6588880402585935	0.1352785469049013	0.5039455224403249	0.4009476528804193	-0.0271540115867195	-0.080076928927765	0.3708391387723679	0.1521800309395424	0.957805627800972	0.0732546603087569
gemini-2.0-flash	-0.9163005151624402	-0.7519896397768224	-0.7887133823287663	0.3520642189772864	0.2612580002557149	-0.4971817361804536	-0.375261125839805	-0.9671488827517352	-0.6116389081808357	0.2189987645073753	0.2266755295521978	0.4821011923545649	1.0	-0.6133005430954885	-0.1317238778742008	0.0003591231325874	0.0828474036307154	0.7016912339876075	-0.5265696844154109	0.1859906212667597	0.1267470153556946	-0.8766077829705873	-0.9196740420551404	-0.7978270115808382	-0.6075684248868153	-0.3122232111356703	0.0435544870717121	-0.7857757426294024	-0.4599011187998225	-0.5504116827360571	-0.828675905275102	-0.8526811321345494	-0.6295893944956047	-0.781133259156567	0.7083360655128459	-0.8246516198576826
gemini-2.0-flash-lite	0.6504508882701197	0.877709685920096	0.3781036205064346	-0.3586357179023726	0.1187136652305397	0.5931414981919128	0.9366055101974236	0.7130834812369037	0.7935276318360746	-0.0827465129679489	0.3210303389479518	0.0743046746307482	-0.6133005430954885	1.0	-0.1073999310657543	-0.2409915111516266	-0.2802328690222821	-0.7963069359189352	-0.2634791987424923	-0.8375060823673065	0.6787865698884672	0.8485974318179407	0.8639576106746171	0.7025847454196177	0.7428241434176996	0.5707676855183296	0.7373770393613199	0.8602190037937791	0.845480388122211	0.8886561298347625	0.9308246665954166	0.92334116937107	0.6407063731669993	0.627186913861006	-0.1762641461949418	0.6148796396833308
gemini-2.0-flash-thinking-exp	0.4639889203205072	0.3539892558350073	0.7131289366845247	0.8803556128096415	0.7458556842960014	0.7359984885658888	0.0704327259986904	-0.1049607797571556	0.5197668658843009	0.892364259556913	0.5825022706020516	0.537309579942683	-0.1317238778742008	-0.1073999310657543	1.0	0.9890126248747528	0.9755768394118064	0.5387716273394704	0.6447277131564352	-0.1485115644558947	0.0033272937133912	0.2878912719209043	0.1269582433743011	0.5594342897401807	0.5853745880094571	0.715469775433365	0.0038886193185985	0.3659644456043507	0.3994723296531814	0.3474721680539676	0.1398899790407244	0.1131254493978994	0.6863543192719346	0.6312575367079571	0.4308359483786455	0.603502361938676
gemini-2.0-pro-exp	0.3317263928336877	0.2156717465723874	0.6119618912710789	0.9298664112447516	0.7480279202341633	0.6383036686282555	-0.0410694124981381	-0.2408110579040839	0.397940831667296	0.9073817517192402	0.565997621219506	0.5625297254644083	0.0003591231325874	-0.2409915111516266	0.9890126248747528	1.0	0.996494225507096	0.6569834083834741	0.6205387737210497	-0.0594738180130245	-0.0462320326755138	0.1431770082672684	-0.0207780725315361	0.4307834973691211	0.4676228063575298	0.6342097956648571	-0.0572141405631277	0.2264460575429832	0.2860425448850419	0.2238176105806225	-0.0067994263161259	-0.0344890635325591	0.5747946239029034	0.5097490110835124	0.496489964735137	0.4799947457546242
gemini-2.5-flash-preview-04-17	0.2580928878771554	0.1615689680583632	0.5455130894685642	0.957125765932682	0.7754494933878543	0.6032330310936738	-0.0589570824302895	-0.3185886184648945	0.3556201464581441	0.9272478540068302	0.5937567003085211	0.6096842229453252	0.0828474036307154	-0.2802328690222821	0.9755768394118064	0.996494225507096	1.0	0.7086874364297227	0.5668024262883576	-0.0576072812462423	-0.0217862002934005	0.0767694188418959	-0.0910957793368937	0.3693298273806507	0.4248085004235545	0.6160814217774436	-0.0395005155680139	0.1688575204151572	0.2588242833739057	0.1888465775478797	-0.0673221733686521	-0.0974296608207342	0.5281187718301288	0.4485371552740614	0.5601703420375023	0.414442035527608
gemini-2.5-pro-preview-03-25	-0.4867497039457384	-0.5579190247404109	-0.1667033016319976	0.8278292414863851	0.505926631153856	-0.0918726117153406	-0.546044190377738	-0.8593433922128264	-0.3565768483833644	0.6503534346191431	0.3117032383754975	0.5219916963514031	0.7016912339876075	-0.7963069359189352	0.5387716273394704	0.6569834083834741	0.7086874364297227	1.0	0.1986503585158554	0.3623708102729096	-0.215212671026333	-0.6477736670578843	-0.7671009213973511	-0.3931811477505515	-0.2964158213900691	0.0021023964417376	-0.2825920124072559	-0.561462305963108	-0.3669865388597309	-0.4613110032255048	-0.7403785931816586	-0.7647983864869584	-0.2084918351049456	-0.312662995463918	0.6842301410365734	-0.3457773671505785
gemma-3-12b-it	0.5585515096047118	0.1682437803940222	0.7630758667292693	0.3290743020274631	-0.0277572218598039	0.3168605028215311	-0.3657113524312129	0.3121073629458029	0.1721062353960835	0.2393672397372361	-0.2285378102413871	-0.2950322719955144	-0.5265696844154109	-0.2634791987424923	0.6447277131564352	0.6205387737210497	0.5668024262883576	0.1986503585158554	1.0	0.4347998001331967	-0.6710344413696945	0.2838585816835847	0.2437880369398929	0.442855910654686	0.2374851521077879	0.1473421000413238	-0.6378341208450611	0.2202309507649298	-0.0684492135367721	-0.0383064799094536	0.1072066284575027	0.1249581090737574	0.3849655727904918	0.5187127899349174	-0.356566209584189	0.5588104770741287
gemma-3-1b-it	-0.409785962956289	-0.7635295260413989	-0.2376381454599568	-0.0956620347266647	-0.5943878003289687	-0.706670337066664	-0.9755429560953566	-0.2464389712013773	-0.8079446331434694	-0.3653221207201927	-0.7689626291575571	-0.6026951168697984	0.1859906212667597	-0.8375060823673065	-0.1485115644558947	-0.0594738180130245	-0.0576072812462423	0.3623708102729096	0.4347998001331967	1.0	-0.9454477455902256	-0.6220542214341598	-0.5544326551607291	-0.5874254252031404	-0.7703599537163298	-0.7894361637393528	-0.9666980024597692	-0.7240235337708766	-0.9269744126972922	-0.9045023489533814	-0.7026534041255572	-0.6678302068430135	-0.6637389140342173	-0.5288565408309142	-0.3901428076049746	-0.4750029083293716
gemma-3-27b-it	0.090350267615851	0.5117994718228837	-0.0732472016184959	0.1084727716242766	0.6031165386430938	0.4895589415241142	0.871877516731715	-0.0297458168149929	0.5814405369752377	0.3414307267630809	0.7879817841111931	0.7007502095711219	0.1267470153556946	0.6787865698884672	0.0033272937133912	-0.0462320326755138	-0.0217862002934005	-0.215212671026333	-0.6710344413696945	-0.9454477455902256	1.0	0.337365194728443	0.272944013447416	0.2965607100440671	0.5373330175327352	0.631818752389326	0.9964580382981644	0.4601072880449994	0.7613575910575895	0.716793573382592	0.4498412630348955	0.4100519065378586	0.4112766267050423	0.2342370783483866	0.5642302587388288	0.169300224675831
gemma-3-4b-it	0.9537250516871274	0.9762466260544276	0.8047644700282272	-0.1256695824221941	0.1585727555119397	0.7972948869300758	0.7484141415122637	0.8511822420332622	0.9073060945970536	0.1030822110621634	0.2465919147163478	-0.0333470389140461	-0.8766077829705873	0.8485974318179407	0.2878912719209043	0.1431770082672684	0.0767694188418959	-0.6477736670578843	0.2838585816835847	-0.6220542214341598	0.337365194728443	1.0	0.9833790737790216	0.954830730420282	0.8945459378513865	0.689550469623402	0.4117319098101651	0.9856659598953834	0.8303114828613073	0.8840555641106235	0.9825644015654694	0.9820076924053224	0.8743883736752759	0.9233496387413642	-0.3191489254583603	0.9290481855002568
gpt-4.1	0.9237115092582212	0.9314010495356344	0.7346284711635647	-0.3004973166836452	-0.0162776308579253	0.6745758034030167	0.7090915577195115	0.9267167194070648	0.8224569683879505	-0.0792001313845548	0.0908138543573259	-0.1914232853949492	-0.9196740420551404	0.8639576106746171	0.1269582433743011	-0.0207780725315361	-0.0910957793368937	-0.7671009213973511	0.2437880369398929	-0.5544326551607291	0.272944013447416	0.9833790737790216	1.0	0.8902121588820425	0.8009042678123993	0.5515071809681971	0.3522487299473669	0.943686870950813	0.7467404839784496	0.8170165054380856	0.981727421197476	0.9893201980821378	0.7721432030501407	0.849187785155278	-0.464723534578967	0.865756896295701
gpt-4.1-mini	0.9685604852207714	0.9555456411835868	0.91659567113408	0.1653591619885741	0.3711624184028744	0.9195167970526352	0.6720502941832056	0.7027180069074536	0.9477627269254554	0.3676778859906139	0.397209519981179	0.1409419364096958	-0.7978270115808382	0.7025847454196177	0.5594342897401807	0.4307834973691211	0.3693298273806507	-0.3931811477505515	0.442855910654686	-0.5874254252031404	0.2965607100440671	0.954830730420282	0.8902121588820425	1.0	0.956942299845685	0.8206185000298161	0.3609758518504738	0.9671961067148448	0.8445903835237644	0.8746919940584591	0.8942393328517118	0.8852827772801976	0.970388926944095	0.994861661037447	-0.1396286132854939	0.9909006307138986
gpt-4.1-nano	0.8557789716967096	0.9576630049941128	0.8012933094886218	0.29029994455244	0.5828429024694047	0.9778703667609008	0.8032185820212698	0.5280403937229565	0.9966912071810607	0.5218087666986664	0.6358344663327267	0.4013948815504387	-0.6075684248868153	0.7428241434176996	0.5853745880094571	0.4676228063575298	0.4248085004235545	-0.2964158213900691	0.2374851521077879	-0.7703599537163298	0.5373330175327352	0.8945459378513865	0.8009042678123993	0.956942299845685	1.0	0.940392104947912	0.5869620190847545	0.9528486568318324	0.9528570481258788	0.9554512929731348	0.8596792199800743	0.8366799038028255	0.9868859484455204	0.944364304770284	0.124014895700754	0.917508183549207
gpt-4o	0.6550677698968528	0.8122189283205133	0.6739088595660162	0.5561135987944031	0.8243994632828899	0.9757201773822702	0.7460905688123171	0.2077542556921774	0.9270111679592296	0.7609959394858166	0.8488013939649942	0.6813082539946116	-0.3122232111356703	0.5707676855183296	0.715469775433365	0.6342097956648571	0.6160814217774436	0.0021023964417376	0.1473421000413238	-0.7894361637393528	0.631818752389326	0.689550469623402	0.5515071809681971	0.8206185000298161	0.940392104947912	1.0	0.6554823299066648	0.796127673537232	0.9196105664415528	0.8827466172546587	0.6504291466088078	0.6132234502699825	0.930814612281997	0.822106966988999	0.4486402450945463	0.7734369983041515
gpt-4o-mini	0.1644106825647363	0.5760771481011691	-0.0139733584273538	0.0697080263602352	0.5771904456201088	0.5277792966575288	0.9096153018269816	0.053887952298146	0.6324452262558746	0.3156277440667777	0.7681225454874255	0.6588880402585935	0.0435544870717121	0.7373770393613199	0.0038886193185985	-0.0572141405631277	-0.0395005155680139	-0.2825920124072559	-0.6378341208450611	-0.9666980024597692	0.9964580382981644	0.4117319098101651	0.3522487299473669	0.3609758518504738	0.5869620190847545	0.6554823299066648	1.0	0.5267672160423633	0.8019937849032256	0.7654027351144914	0.5225211989735022	0.4847804730723707	0.4607810367999243	0.2959964816810533	0.5031580302031349	0.2346034968992753
grok-2-latest	0.9241395950506603	0.9982503636759104	0.7905382011016048	-0.0037751323056595	0.3154289972583006	0.8735136126357166	0.8184717713044329	0.7528963885527868	0.9642917043020274	0.2401839690237897	0.4063519394450274	0.1352785469049013	-0.7857757426294024	0.8602190037937791	0.3659644456043507	0.2264460575429832	0.1688575204151572	-0.561462305963108	0.2202309507649298	-0.7240235337708766	0.4601072880449994	0.9856659598953834	0.943686870950813	0.9671961067148448	0.9528486568318324	0.796127673537232	0.5267672160423633	1.0	0.9099886483134352	0.946118531991324	0.9717573657400072	0.9622587005659162	0.925744934275845	0.9366786563292624	-0.1551996654182704	0.9288226244794064
grok-3-fast-latest	0.7046529866887568	0.9311594110100656	0.5846631296645678	0.1948509301126722	0.6068304655897828	0.9052302656122502	0.9392574844091812	0.4452874849902606	0.9699061753121432	0.4606805039005108	0.7240410443296026	0.5039455224403249	-0.4599011187998225	0.845480388122211	0.3994723296531814	0.2860425448850419	0.2588242833739057	-0.3669865388597309	-0.0684492135367721	-0.9269744126972922	0.7613575910575895	0.8303114828613073	0.7467404839784496	0.8445903835237644	0.9528570481258788	0.9196105664415528	0.8019937849032256	0.9099886483134352	1.0	0.9933110456543012	0.849713582531609	0.8205706511652142	0.8932972116626193	0.8079450627956813	0.2382387013101443	0.7678710949542777
grok-3-latest	0.7588083617836902	0.9631834521513156	0.6159560134574401	0.101246971992524	0.514516583285388	0.889194343995525	0.9421520570920148	0.5447860983181633	0.9756857060249118	0.3714009778369102	0.6395524466293419	0.4009476528804193	-0.5504116827360571	0.8886561298347625	0.3474721680539676	0.2238176105806225	0.1888465775478797	-0.4613110032255048	-0.0383064799094536	-0.9045023489533814	0.716793573382592	0.8840555641106235	0.8170165054380856	0.8746919940584591	0.9554512929731348	0.8827466172546587	0.7654027351144914	0.946118531991324	0.9933110456543012	1.0	0.9048038733175924	0.8809484504408296	0.8955531951305135	0.833852037754041	0.1250407882517716	0.8017939023038829
grok-3-mini-fast-latest	0.8824736397877967	0.9703276004706188	0.6807041537391667	-0.2374226605140491	0.1201598572251192	0.7366670295625742	0.8295181249740684	0.8491704912856061	0.8868897655731304	0.0135193607210172	0.2521412313214806	-0.0271540115867195	-0.828675905275102	0.9308246665954166	0.1398899790407244	-0.0067994263161259	-0.0673221733686521	-0.7403785931816586	0.1072066284575027	-0.7026534041255572	0.4498412630348955	0.9825644015654694	0.981727421197476	0.8942393328517118	0.8596792199800743	0.6504291466088078	0.5225211989735022	0.9717573657400072	0.849713582531609	0.9048038733175924	1.0	0.998592290930448	0.810405084207664	0.8455571727731472	-0.3092391348368233	0.8474714109425512
grok-3-mini-latest	0.8866848929576082	0.9584994805621992	0.6805574588215458	-0.2757498084259991	0.0697661733797599	0.7083808156902067	0.8041201750084231	0.8758785559381921	0.8643134918188992	-0.0306286365620402	0.200612254933658	-0.080076928927765	-0.8526811321345494	0.92334116937107	0.1131254493978994	-0.0344890635325591	-0.0974296608207342	-0.7647983864869584	0.1249581090737574	-0.6678302068430135	0.4100519065378586	0.9820076924053224	0.9893201980821378	0.8852827772801976	0.8366799038028255	0.6132234502699825	0.4847804730723707	0.9622587005659162	0.8205706511652142	0.8809484504408296	0.998592290930448	1.0	0.7895498565306528	0.836368600964008	-0.3592455806135051	0.8425055612440828
o1-mini	0.8848130373823362	0.9230064892573828	0.8776479690645987	0.3693179984448277	0.5843974901010028	0.9871058707817586	0.6965312797201861	0.5137192039860499	0.9712099329081836	0.5713738602465123	0.5968526920760816	0.3708391387723679	-0.6295893944956047	0.6407063731669993	0.6863543192719346	0.5747946239029034	0.5281187718301288	-0.2084918351049456	0.3849655727904918	-0.6637389140342173	0.4112766267050423	0.8743883736752759	0.7721432030501407	0.970388926944095	0.9868859484455204	0.930814612281997	0.4607810367999243	0.925744934275845	0.8932972116626193	0.8955531951305135	0.810405084207664	0.7895498565306528	1.0	0.973230775755405	0.1016649277079601	0.95147160958941
o3	0.9657472775336556	0.921836146817267	0.9483631898816256	0.2380313007258556	0.3971469634470586	0.9255904568184442	0.6057458511883226	0.662526916335377	0.9270517297055696	0.4209540972625019	0.3970493414726992	0.1521800309395424	-0.781133259156567	0.627186913861006	0.6312575367079571	0.5097490110835124	0.4485371552740614	-0.312662995463918	0.5187127899349174	-0.5288565408309142	0.2342370783483866	0.9233496387413642	0.849187785155278	0.994861661037447	0.944364304770284	0.822106966988999	0.2959964816810533	0.9366786563292624	0.8079450627956813	0.833852037754041	0.8455571727731472	0.836368600964008	0.973230775755405	1.0	-0.1194176103216996	0.9967284570101088
o3-mini	-0.3718702828279547	-0.1128535447970879	-0.22696421290458	0.7648973877061046	0.862532045777625	0.2595921687902187	0.1787409643096719	-0.7629959348997609	0.1075279343158233	0.7855527855063027	0.8393254146737041	0.957805627800972	0.7083360655128459	-0.1762641461949418	0.4308359483786455	0.496489964735137	0.5601703420375023	0.6842301410365734	-0.356566209584189	-0.3901428076049746	0.5642302587388288	-0.3191489254583603	-0.464723534578967	-0.1396286132854939	0.124014895700754	0.4486402450945463	0.5031580302031349	-0.1551996654182704	0.2382387013101443	0.1250407882517716	-0.3092391348368233	-0.3592455806135051	0.1016649277079601	-0.1194176103216996	1.0	-0.195802897422431
o4-mini	0.9820099729651636	0.9099256412177918	0.9610702206579278	0.188442590619607	0.3260942774255442	0.8921916339210112	0.5664751657029079	0.7067068890757681	0.8998813453184012	0.3624174684204482	0.3217170523130678	0.0732546603087569	-0.8246516198576826	0.6148796396833308	0.603502361938676	0.4799947457546242	0.414442035527608	-0.3457773671505785	0.5588104770741287	-0.4750029083293716	0.169300224675831	0.9290481855002568	0.865756896295701	0.9909006307138986	0.917508183549207	0.7734369983041515	0.2346034968992753	0.9288226244794064	0.7678710949542777	0.8017939023038829	0.8474714109425512	0.8425055612440828	0.95147160958941	0.9967284570101088	-0.195802897422431	1.0
