model,DeepSeek-R1,DeepSeek-V3,DeepSeek-V3-0324,Llama-3.3-70B-Instruct-Turbo,Llama-4-Maverick-17B,Llama-4-Scout-17B,Qwen2.5-VL-7B-Instruct,Qwen3-235B-A22B-FP8,claude-3-5-haiku-20241022,claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219,claude-3-haiku-20240307,gemini-2.0-flash,gemini-2.0-flash-lite,gemini-2.0-flash-thinking-exp,gemini-2.0-pro-exp,gemini-2.5-flash-preview-04-17,gemini-2.5-pro-preview-03-25,gemma-3-12b-it,gemma-3-1b-it,gemma-3-27b-it,gemma-3-4b-it,gpt-4.1,gpt-4.1-mini,gpt-4.1-nano,gpt-4o,gpt-4o-mini,grok-2-latest,grok-3-fast-latest,grok-3-latest,grok-3-mini-fast-latest,grok-3-mini-latest,o1-mini,o3,o3-mini,o4-mini
gemini-2.0-flash,0.8728366743539456,0.9629735055138252,0.964748966843706,0.860539880235022,0.9108409357860099,0.995990739016988,0.8195049865263304,0.9345005234390739,0.9362519853350011,0.9109483250717441,0.8794347629602466,0.8776159363267467,1.0,0.836658198459471,0.9386467867900239,0.9701709685146391,0.9408772865280391,0.9854279925570292,0.8891813194515846,-0.2159560693161105,0.870930687789728,0.9515472771377661,0.8564364766640564,0.8847337268330883,0.9560095847777745,0.9461047277200426,0.8437547383316887,0.9423896438663923,0.9387242638022748,0.9455322309609316,0.9550412801029429,0.942341677470758,0.9584032079483176,0.9506510964712125,0.9864978130940947,0.9297110474606224
gemini-2.0-flash-lite,0.5911989152628438,0.9439521809100943,0.8582278601060397,0.9335075761221155,0.8832386386599994,0.8822010756811939,0.9633417508281882,0.9564716311911884,0.97053551082006,0.8174054446722625,0.7969185101572922,0.6054774086055915,0.836658198459471,1.0,0.8848065488563642,0.8660061749648295,0.8342845192491071,0.8713768239199193,0.9494482056109631,-0.3294785039882085,0.9895204784846291,0.96353301944455,0.8724368459403395,0.9598118553606703,0.9592147476270919,0.8900142888081595,0.9995944946784538,0.9623959550634239,0.9259592984189486,0.9224352521192932,0.9581594831325951,0.9622660624181062,0.6820527910727394,0.9263341182677735,0.9150510614172974,0.8968529233603908
gemini-2.0-flash-thinking-exp,0.6509842980440852,0.9220038105041032,0.8503371922563291,0.7824277853113032,0.997301041089901,0.9494205680358825,0.9396290841164842,0.8886408411575858,0.9170620914839984,0.7561092705423016,0.7100804781709782,0.9035382724776585,0.9386467867900239,0.8848065488563642,1.0,0.8637975911589735,0.9948291138876163,0.897439093982527,0.8259949643900157,-0.5270065528362461,0.9395083325437522,0.9585568272932637,0.7293093839371719,0.8335726978020618,0.9392570148849705,0.8417186043724373,0.8820258475358101,0.9114227353419949,0.860289812946068,0.8665344257295137,0.9665626649649861,0.9732689223526626,0.9136336212880212,0.877786703397611,0.9548706531681435,0.8249462113742368
gemini-2.0-pro-exp,0.9138241472706289,0.9802086006971495,0.9996581328822061,0.9460509676604538,0.8285197494346923,0.9763978416634832,0.786230062021947,0.9732640821872093,0.9601912025020456,0.9822644291171828,0.9666374929823599,0.7357134995736733,0.9701709685146391,0.8660061749648295,0.8637975911589735,1.0,0.8488521507109665,0.9970349966706348,0.9577904210736039,-0.028977314755869926,0.865370790216889,0.9460153912020787,0.954389785195178,0.9506812990667407,0.964595717712506,0.9953017958601879,0.8772802155176782,0.9690236993583421,0.9870642537319196,0.9898032060203252,0.9422612411383908,0.9222382971699132,0.8675658491513167,0.9897388914501086,0.9739427612683591,0.9893053605543773
gemini-2.5-flash-preview-04-17,0.6628481902243536,0.8967440719307247,0.8350878646940709,0.7357568476958343,0.9901851304335144,0.9429062085144946,0.9021736100987143,0.8547739904934809,0.8836565560928193,0.7347029410868356,0.6854138144000933,0.942386510272323,0.9408772865280391,0.8342845192491071,0.9948291138876163,0.8488521507109665,1.0,0.8863790771885772,0.7830633547990509,-0.5338362184896424,0.9000761664625154,0.932605971630997,0.6891485216127442,0.7890043606039967,0.9122741614192996,0.8173497668816062,0.8317643538195758,0.8795260399311573,0.8299053171214789,0.8381175339710383,0.9429476874451506,0.948668916284056,0.9430132629229898,0.8502213723186249,0.9413098056872414,0.7959872044081696
gemini-2.5-pro-preview-03-25,0.8996186342701974,0.9844663869131469,0.994842220269694,0.9295697890732579,0.8653074033856402,0.9899636982995829,0.8117273833263849,0.9714581362220062,0.9638259619582287,0.9650960692725782,0.944183148006148,0.7832998894721294,0.9854279925570292,0.8713768239199193,0.897439093982527,0.9970349966706348,0.8863790771885772,1.0,0.9468436072492016,-0.09825216239172449,0.881225430853603,0.9589085813926742,0.9316284979942802,0.9411133506017809,0.9724821182370627,0.9873032016187228,0.8810566068549696,0.9713065326918394,0.9808359842601694,0.9846435778271571,0.9573062654370469,0.9402072425593632,0.898757957040136,0.986332215895924,0.9865696142782431,0.9784728821852667
gemma-3-12b-it,0.7899880049084519,0.9757544189825181,0.95726553969572,0.9973060818779412,0.8016564857966744,0.920609887476956,0.8489571021409316,0.9920238336273542,0.9820246750723275,0.9525980006725344,0.945037915927011,0.5827419783927547,0.8891813194515846,0.9494482056109631,0.8259949643900157,0.9577904210736039,0.7830633547990509,0.9468436072492016,1.0,-0.04834994329380549,0.9213781234194101,0.9519571372621135,0.9811094817577806,0.9993677292636551,0.9690050824912653,0.9792488870001691,0.9579683771073148,0.9846401662788906,0.9912384288187562,0.9883753081990952,0.9427014105246008,0.9292261886518467,0.722108731089303,0.9867911540869446,0.9393674623039571,0.9860769624431661
gemma-3-1b-it,0.27134173751394386,-0.18780779729758923,-0.0028593170454932,0.015732887801674186,-0.5836054731156636,-0.23397770081282634,-0.5652471504684825,-0.139904262469819,-0.21882461697916566,0.15100669265112976,0.21374984842685238,-0.5174238883755664,-0.2159560693161105,-0.3294785039882085,-0.5270065528362461,-0.028977314755869926,-0.5338362184896424,-0.09825216239172449,-0.04834994329380549,1.0,-0.4310692866761886,-0.3201202001900656,0.14166643927084827,-0.07702971942792643,-0.2504947284610732,-0.0004837305575486533,-0.3043898880612781,-0.19117833531896056,-0.05667028837135671,-0.06288155769744162,-0.34067894734675414,-0.3892011113638383,-0.31951720794141036,-0.08482847601733165,-0.2548278716378129,0.019093709202290154
gemma-3-27b-it,0.5887772584081041,0.9474482197015249,0.8548151492459736,0.8954165289563942,0.9408521684907435,0.9092615420330519,0.9875464101895276,0.9465273680396658,0.9683448534571814,0.7929600313948925,0.7630238907563092,0.7029674462333649,0.870930687789728,0.9895204784846291,0.9395083325437522,0.865370790216889,0.9000761664625154,0.881225430853603,0.9213781234194101,-0.4310692866761886,1.0,0.9783763212942894,0.829268218756398,0.9326772915509872,0.9666599582875502,0.8769557811407594,0.9871538221667774,0.9592564279174324,0.9119155660943128,0.9110312133614962,0.9772949164916324,0.9847214360598341,0.7527472958517029,0.9178722103907732,0.9368069033613425,0.8771617000751288
gemma-3-4b-it,0.7389011436600368,0.9902889201447818,0.9382086396225019,0.9269577283752338,0.9460676526375323,0.9748261147549916,0.9437619684532994,0.9813282939161068,0.9926220765993701,0.8841690580743502,0.8553492176377313,0.7772971695209818,0.9515472771377661,0.96353301944455,0.9585568272932637,0.9460153912020787,0.932605971630997,0.9589085813926742,0.9519571372621135,-0.3201202001900656,0.9783763212942894,1.0,0.8874243839113006,0.9563986133649092,0.997360867541145,0.9461256689069538,0.9659029267786137,0.9902504179262593,0.963932394381896,0.9655999449794841,0.9995539309702323,0.9972695132140384,0.8512881119571263,0.9710120224287742,0.9886526498294345,0.9410542951384753
gpt-4.1,0.8547681234943213,0.937327765133822,0.9587800590270759,0.9891655189711344,0.6929606422679657,0.8808753683158952,0.7310955435721254,0.9592806376076014,0.9341264722841978,0.9811623815757138,0.9842565760359481,0.5047774805234326,0.8564364766640564,0.8724368459403395,0.7293093839371719,0.954389785195178,0.6891485216127442,0.9316284979942802,0.9811094817577806,0.14166643927084827,0.829268218756398,0.8874243839113006,1.0,0.9742152853088402,0.9176461969455162,0.9774709148057632,0.8859995859563607,0.9427665595823282,0.976095481622888,0.9728575675249064,0.8751204985709484,0.851711542145566,0.6795825700943281,0.96738317810997,0.8927172127734367,0.9861586445551916
gpt-4.1-mini,0.7695097555707159,0.9756777661493858,0.949427193066858,0.9955841181165401,0.8117117812323168,0.9183376108868927,0.8648027132430426,0.9922402987710173,0.9846868596809358,0.9414783427002377,0.9328185742275568,0.5828830272615092,0.8847337268330883,0.9598118553606703,0.8335726978020618,0.9506812990667407,0.7890043606039967,0.9411133506017809,0.9993677292636551,-0.07702971942792643,0.9326772915509872,0.9563986133649092,0.9742152853088402,1.0,0.9713334258084678,0.9731553197309096,0.9673980357165121,0.9860751950897385,0.9881053098709788,0.9850189400109038,0.9473538985455066,0.9357590018331104,0.7166507489090995,0.9839357038533473,0.9391212683933398,0.9803456763271918
gpt-4.1-nano,0.7761222418011223,0.9975933470956571,0.9586188921034648,0.9483475089468383,0.9221362116202809,0.9783643900641558,0.9209965602174573,0.9920564819147004,0.9975462882381565,0.9151543309929563,0.8904921498461861,0.7550068648187082,0.9560095847777745,0.9592147476270919,0.9392570148849705,0.964595717712506,0.9122741614192996,0.9724821182370627,0.9690050824912653,-0.2504947284610732,0.9666599582875502,0.997360867541145,0.9176461969455162,0.9713334258084678,1.0,0.9668354522191615,0.9635639690460068,0.9972533674121551,0.9806857238273146,0.98192589927665,0.9953420275244469,0.9892773009266359,0.8457599303880169,0.9857787036265191,0.9908517570775711,0.9631254012789854
gpt-4o,0.8924374558185758,0.9819382752663944,0.9958125201187807,0.9725583140667696,0.8076387515116088,0.9598986148065988,0.7944964227861445,0.9840978010020971,0.9691222054858432,0.9877454493881429,0.9767658235240009,0.6755136128627156,0.9461047277200426,0.8900142888081595,0.8417186043724373,0.9953017958601879,0.8173497668816062,0.9873032016187228,0.9792488870001691,-0.0004837305575486533,0.8769557811407594,0.9461256689069538,0.9774709148057632,0.9731553197309096,0.9668354522191615,1.0,0.901390356874734,0.9770039686592641,0.9962423905923877,0.9969823017582798,0.9398376692176567,0.9200295336399482,0.8180371715242728,0.9956577202920955,0.9635372251640637,0.9987703151126123
gpt-4o-mini,0.6107652259428801,0.9502307615411301,0.8701548795100866,0.9433063383031731,0.8784182317125021,0.8883785283561652,0.9565994087808695,0.9633752847917811,0.9752557416480226,0.8327140723287614,0.8134499797041916,0.6039720556410562,0.8437547383316887,0.9995944946784538,0.8820258475358101,0.8772802155176782,0.8317643538195758,0.8810566068549696,0.9579683771073148,-0.3043898880612781,0.9871538221667774,0.9659029267786137,0.8859995859563607,0.9673980357165121,0.9635639690460068,0.901390356874734,1.0,0.9680379244594323,0.9354078919128259,0.9318785064365719,0.9600912060551179,0.9626229697356291,0.6867974256129775,0.9352604822801819,0.9202274825757504,0.9083781929416721
grok-2-latest,0.7857421008401853,0.9976127151820744,0.9646509515851316,0.9692370325771436,0.8919858367241669,0.9675628133528794,0.9052101887895093,0.9985523099053322,0.9994025526133878,0.9325595495568347,0.912868183037651,0.7084655152004503,0.9423896438663923,0.9623959550634239,0.9114227353419949,0.9690236993583421,0.8795260399311573,0.9713065326918394,0.9846401662788906,-0.19117833531896056,0.9592564279174324,0.9902504179262593,0.9427665595823282,0.9860751950897385,0.9972533674121551,0.9770039686592641,0.9680379244594323,1.0,0.9903336331830966,0.9903595709781303,0.9860511625177,0.9776964039109632,0.8144500925399428,0.9926031032550685,0.9819685538482895,0.9764128317412153
grok-3-fast-latest,0.850077703349347,0.9905227680595649,0.9861809680044167,0.9832904298666709,0.8316356053290702,0.9591878288516229,0.8379439054700769,0.9954875365879889,0.9852998703875416,0.9730461446595371,0.9606561581853256,0.6673862166840676,0.9387242638022748,0.9259592984189486,0.860289812946068,0.9870642537319196,0.8299053171214789,0.9808359842601694,0.9912384288187562,-0.05667028837135671,0.9119155660943128,0.963932394381896,0.976095481622888,0.9881053098709788,0.9806857238273146,0.9962423905923877,0.9354078919128259,0.9903336331830966,1.0,0.9997858320080819,0.9574569421702617,0.941654490004984,0.8013558970685304,0.9992516693038831,0.9687355672346611,0.9969193360138627
grok-3-latest,0.8561549117256101,0.9918895023823625,0.9887354952159069,0.9793305297905855,0.8375731155510435,0.9644089320255705,0.8376416705874499,0.9949105132006187,0.9851131249600995,0.9735772951502857,0.9601688580568566,0.681467658216573,0.9455322309609316,0.9224352521192932,0.8665344257295137,0.9898032060203252,0.8381175339710383,0.9846435778271571,0.9883753081990952,-0.06288155769744162,0.9110312133614962,0.9655999449794841,0.9728575675249064,0.9850189400109038,0.98192589927665,0.9969823017582798,0.9318785064365719,0.9903595709781303,0.9997858320080819,1.0,0.9596565567320963,0.9437803819153496,0.8133835838449035,0.9997351986437161,0.9726666241247512,0.9966381576281398
grok-3-mini-fast-latest,0.7351675560237917,0.987416453676505,0.9338905066418797,0.9156973547551335,0.9547861570862197,0.9768079218104578,0.9457586531623193,0.975725609055203,0.9886430781683743,0.87562218235499,0.8449291437279068,0.7945793932950961,0.9550412801029429,0.9581594831325951,0.9665626649649861,0.9422612411383908,0.9429476874451506,0.9573062654370469,0.9427014105246008,-0.34067894734675414,0.9772949164916324,0.9995539309702323,0.8751204985709484,0.9473538985455066,0.9953420275244469,0.9398376692176567,0.9600912060551179,0.9860511625177,0.9574569421702617,0.9596565567320963,1.0,0.9984592074969861,0.8626265326776881,0.9656690881900737,0.9895456952733616,0.9334271994308071
grok-3-mini-latest,0.6977198168726675,0.9775423817138569,0.9126108001437118,0.8998874030146916,0.9655018900102769,0.9662922401029639,0.9615087905920879,0.9650100980135952,0.9821369980966883,0.848018505107109,0.8150730425512274,0.796689590049209,0.942341677470758,0.9622660624181062,0.9732689223526626,0.9222382971699132,0.948668916284056,0.9402072425593632,0.9292261886518467,-0.3892011113638383,0.9847214360598341,0.9972695132140384,0.851711542145566,0.9357590018331104,0.9892773009266359,0.9200295336399482,0.9626229697356291,0.9776964039109632,0.941654490004984,0.9437803819153496,0.9984592074969861,1.0,0.8531665030427068,0.9507601673560936,0.9812870288154782,0.9135256051211729
o1-mini,0.8156464949774439,0.8503507926919999,0.8591009495525003,0.679357391799143,0.8884561875240057,0.9339852119752583,0.7235040524934758,0.7968619455984401,0.8076436977824066,0.7776474706165131,0.733590421145116,0.9691362063949882,0.9584032079483176,0.6820527910727394,0.9136336212880212,0.8675658491513167,0.9430132629229898,0.898757957040136,0.722108731089303,-0.31951720794141036,0.7527472958517029,0.8512881119571263,0.6795825700943281,0.7166507489090995,0.8457599303880169,0.8180371715242728,0.6867974256129775,0.8144500925399428,0.8013558970685304,0.8133835838449035,0.8626265326776881,0.8531665030427068,1.0,0.8225547968670399,0.9091187652746259,0.7889885295116021
o3,0.851454621764694,0.9945201364265372,0.9880894951235636,0.9761099216524423,0.8498949499823242,0.9693164239836545,0.8474720504653122,0.9959194631873224,0.9878435827058557,0.9691994527261683,0.9542148869356087,0.6954928494551481,0.9506510964712125,0.9263341182677735,0.877786703397611,0.9897388914501086,0.8502213723186249,0.986332215895924,0.9867911540869446,-0.08482847601733165,0.9178722103907732,0.9710120224287742,0.96738317810997,0.9839357038533473,0.9857787036265191,0.9956577202920955,0.9352604822801819,0.9926031032550685,0.9992516693038831,0.9997351986437161,0.9656690881900737,0.9507601673560936,0.8225547968670399,1.0,0.9775371191440394,0.9945761080810063
o3-mini,0.8206741869989811,0.9915815960042282,0.9676963125317007,0.9137008930219265,0.9337675838296915,0.99717756886681,0.890692314763991,0.9745411314792957,0.9798137462226411,0.9163173983793558,0.8871674450378948,0.8260624002764192,0.9864978130940947,0.9150510614172974,0.9548706531681435,0.9739427612683591,0.9413098056872414,0.9865696142782431,0.9393674623039571,-0.2548278716378129,0.9368069033613425,0.9886526498294345,0.8927172127734367,0.9391212683933398,0.9908517570775711,0.9635372251640637,0.9202274825757504,0.9819685538482895,0.9687355672346611,0.9726666241247512,0.9895456952733616,0.9812870288154782,0.9091187652746259,0.9775371191440394,1.0,0.9535903621957329
o4-mini,0.880257306849702,0.9782716224915634,0.9903789120915228,0.9822509769586422,0.7912625437462995,0.9470808299288318,0.7926159576881555,0.9851707022069275,0.9688735082082043,0.9877852730404008,0.9794803141039465,0.640618291067753,0.9297110474606224,0.8968529233603908,0.8249462113742368,0.9893053605543773,0.7959872044081696,0.9784728821852667,0.9860769624431661,0.019093709202290154,0.8771617000751288,0.9410542951384753,0.9861586445551916,0.9803456763271918,0.9631254012789854,0.9987703151126123,0.9083781929416721,0.9764128317412153,0.9969193360138627,0.9966381576281398,0.9334271994308071,0.9135256051211729,0.7889885295116021,0.9945761080810063,0.9535903621957329,1.0
