model,DeepSeek-R1,DeepSeek-V3,DeepSeek-V3-0324,Llama-3.3-70B-Instruct-Turbo,Llama-4-Maverick-17B,Llama-4-Scout-17B,Qwen2.5-VL-7B-Instruct,Qwen3-235B-A22B-FP8,claude-3-5-haiku-20241022,claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219,claude-3-haiku-20240307,gemini-2.0-flash,gemini-2.0-flash-lite,gemini-2.0-flash-thinking-exp,gemini-2.0-pro-exp,gemini-2.5-flash-preview-04-17,gemini-2.5-pro-preview-03-25,gemma-3-12b-it,gemma-3-1b-it,gemma-3-27b-it,gemma-3-4b-it,gpt-4.1,gpt-4.1-mini,gpt-4.1-nano,gpt-4o,gpt-4o-mini,grok-2-latest,grok-3-fast-latest,grok-3-latest,grok-3-mini-fast-latest,grok-3-mini-latest,o1-mini,o3,o3-mini,o4-mini
claude-3-7-sonnet-20250219,0.15769824467924842,0.4454350502046346,0.2117402511363047,0.6914605824775757,0.9661847326104146,0.714330040688459,0.6258143316767087,-0.28994337992397384,0.6285977277807384,0.8476301751101148,1.0,0.9600670067556087,0.22667552955219786,0.32103033894795185,0.5825022706020516,0.565997621219506,0.5937567003085211,0.3117032383754975,-0.22853781024138714,-0.7689626291575571,0.7879817841111931,0.2465919147163478,0.09081385435732593,0.397209519981179,0.6358344663327267,0.8488013939649942,0.7681225454874255,0.4063519394450274,0.7240410443296026,0.6395524466293419,0.25214123132148064,0.20061225493365803,0.5968526920760816,0.3970493414726992,0.8393254146737041,0.3217170523130678
claude-3-haiku-20240307,-0.10459494219283856,0.17730716818759937,0.0013872268198988796,0.765039326693643,0.9564962534023279,0.5140501322274204,0.4181756055998124,-0.5460899316794647,0.38831616071737346,0.856950695304901,0.9600670067556087,1.0,0.4821011923545649,0.0743046746307482,0.537309579942683,0.5625297254644083,0.6096842229453252,0.5219916963514031,-0.29503227199551446,-0.6026951168697984,0.7007502095711219,-0.033347038914046105,-0.1914232853949492,0.14094193640969588,0.4013948815504387,0.6813082539946116,0.6588880402585935,0.13527854690490138,0.5039455224403249,0.40094765288041934,-0.02715401158671957,-0.08007692892776508,0.37083913877236796,0.1521800309395424,0.9578056278009719,0.07325466030875699
gemini-2.0-flash,-0.9163005151624402,-0.7519896397768224,-0.7887133823287663,0.35206421897728646,0.2612580002557149,-0.4971817361804536,-0.37526112583980503,-0.9671488827517352,-0.6116389081808357,0.21899876450737535,0.22667552955219786,0.4821011923545649,1.0,-0.6133005430954885,-0.13172387787420084,0.0003591231325874659,0.08284740363071547,0.7016912339876075,-0.5265696844154109,0.1859906212667597,0.12674701535569466,-0.8766077829705873,-0.9196740420551405,-0.7978270115808382,-0.6075684248868153,-0.3122232111356703,0.043554487071712195,-0.7857757426294024,-0.4599011187998225,-0.5504116827360571,-0.828675905275102,-0.8526811321345494,-0.6295893944956047,-0.781133259156567,0.7083360655128459,-0.8246516198576826
gemini-2.0-flash-lite,0.6504508882701197,0.877709685920096,0.3781036205064346,-0.35863571790237264,0.11871366523053976,0.5931414981919128,0.9366055101974237,0.7130834812369037,0.7935276318360746,-0.0827465129679489,0.32103033894795185,0.0743046746307482,-0.6133005430954885,1.0,-0.10739993106575438,-0.2409915111516266,-0.2802328690222821,-0.7963069359189352,-0.26347919874249237,-0.8375060823673065,0.6787865698884672,0.8485974318179407,0.8639576106746171,0.7025847454196177,0.7428241434176996,0.5707676855183296,0.7373770393613199,0.8602190037937791,0.845480388122211,0.8886561298347625,0.9308246665954166,0.92334116937107,0.6407063731669993,0.627186913861006,-0.17626414619494185,0.6148796396833308
gemini-2.0-flash-thinking-exp,0.46398892032050726,0.3539892558350073,0.7131289366845247,0.8803556128096415,0.7458556842960014,0.7359984885658888,0.07043272599869041,-0.10496077975715563,0.5197668658843009,0.892364259556913,0.5825022706020516,0.537309579942683,-0.13172387787420084,-0.10739993106575438,1.0,0.9890126248747527,0.9755768394118065,0.5387716273394704,0.6447277131564352,-0.14851156445589475,0.0033272937133912244,0.2878912719209043,0.1269582433743011,0.5594342897401807,0.5853745880094571,0.715469775433365,0.003888619318598581,0.3659644456043507,0.3994723296531814,0.34747216805396763,0.13988997904072448,0.1131254493978994,0.6863543192719346,0.6312575367079571,0.4308359483786455,0.603502361938676
gemini-2.0-pro-exp,0.33172639283368777,0.21567174657238747,0.6119618912710789,0.9298664112447517,0.7480279202341633,0.6383036686282555,-0.04106941249813811,-0.24081105790408394,0.39794083166729605,0.9073817517192402,0.565997621219506,0.5625297254644083,0.0003591231325874659,-0.2409915111516266,0.9890126248747527,1.0,0.996494225507096,0.6569834083834741,0.6205387737210497,-0.05947381801302453,-0.04623203267551387,0.1431770082672684,-0.02077807253153614,0.4307834973691211,0.46762280635752984,0.6342097956648571,-0.05721414056312775,0.22644605754298322,0.28604254488504194,0.22381761058062252,-0.006799426316125922,-0.0344890635325591,0.5747946239029034,0.5097490110835124,0.496489964735137,0.47999474575462425
gemini-2.5-flash-preview-04-17,0.2580928878771554,0.16156896805836324,0.5455130894685642,0.9571257659326821,0.7754494933878543,0.6032330310936738,-0.058957082430289534,-0.3185886184648945,0.3556201464581441,0.9272478540068302,0.5937567003085211,0.6096842229453252,0.08284740363071547,-0.2802328690222821,0.9755768394118065,0.996494225507096,1.0,0.7086874364297227,0.5668024262883576,-0.05760728124624237,-0.021786200293400566,0.07676941884189596,-0.0910957793368937,0.3693298273806507,0.42480850042355456,0.6160814217774436,-0.03950051556801398,0.16885752041515723,0.25882428337390573,0.1888465775478797,-0.06732217336865214,-0.09742966082073429,0.5281187718301288,0.44853715527406146,0.5601703420375023,0.41444203552760805
gemini-2.5-pro-preview-03-25,-0.48674970394573847,-0.5579190247404109,-0.16670330163199762,0.8278292414863851,0.505926631153856,-0.09187261171534067,-0.546044190377738,-0.8593433922128264,-0.3565768483833644,0.6503534346191431,0.3117032383754975,0.5219916963514031,0.7016912339876075,-0.7963069359189352,0.5387716273394704,0.6569834083834741,0.7086874364297227,1.0,0.19865035851585547,0.3623708102729096,-0.215212671026333,-0.6477736670578843,-0.7671009213973511,-0.3931811477505515,-0.2964158213900691,0.0021023964417376147,-0.2825920124072559,-0.561462305963108,-0.3669865388597309,-0.46131100322550483,-0.7403785931816586,-0.7647983864869584,-0.20849183510494565,-0.312662995463918,0.6842301410365734,-0.34577736715057855
gemma-3-12b-it,0.5585515096047118,0.16824378039402227,0.7630758667292693,0.32907430202746313,-0.027757221859803914,0.31686050282153116,-0.36571135243121294,0.31210736294580294,0.17210623539608352,0.23936723973723617,-0.22853781024138714,-0.29503227199551446,-0.5265696844154109,-0.26347919874249237,0.6447277131564352,0.6205387737210497,0.5668024262883576,0.19865035851585547,1.0,0.4347998001331967,-0.6710344413696945,0.2838585816835847,0.24378803693989293,0.442855910654686,0.23748515210778798,0.1473421000413238,-0.6378341208450611,0.22023095076492985,-0.06844921353677215,-0.038306479909453676,0.10720662845750274,0.12495810907375741,0.3849655727904918,0.5187127899349174,-0.356566209584189,0.5588104770741287
gemma-3-1b-it,-0.409785962956289,-0.7635295260413989,-0.23763814545995685,-0.09566203472666472,-0.5943878003289687,-0.706670337066664,-0.9755429560953566,-0.24643897120137734,-0.8079446331434694,-0.36532212072019277,-0.7689626291575571,-0.6026951168697984,0.1859906212667597,-0.8375060823673065,-0.14851156445589475,-0.05947381801302453,-0.05760728124624237,0.3623708102729096,0.4347998001331967,1.0,-0.9454477455902257,-0.6220542214341598,-0.5544326551607291,-0.5874254252031404,-0.7703599537163298,-0.7894361637393528,-0.9666980024597691,-0.7240235337708766,-0.9269744126972922,-0.9045023489533814,-0.7026534041255572,-0.6678302068430135,-0.6637389140342173,-0.5288565408309142,-0.39014280760497466,-0.4750029083293716
gemma-3-27b-it,0.09035026761585102,0.5117994718228837,-0.07324720161849593,0.10847277162427661,0.6031165386430938,0.4895589415241142,0.871877516731715,-0.029745816814992953,0.5814405369752377,0.34143072676308095,0.7879817841111931,0.7007502095711219,0.12674701535569466,0.6787865698884672,0.0033272937133912244,-0.04623203267551387,-0.021786200293400566,-0.215212671026333,-0.6710344413696945,-0.9454477455902257,1.0,0.33736519472844306,0.272944013447416,0.29656071004406714,0.5373330175327352,0.631818752389326,0.9964580382981643,0.4601072880449994,0.7613575910575895,0.716793573382592,0.4498412630348955,0.41005190653785867,0.4112766267050423,0.23423707834838667,0.5642302587388288,0.16930022467583103
gemma-3-4b-it,0.9537250516871274,0.9762466260544275,0.8047644700282272,-0.12566958242219411,0.1585727555119397,0.7972948869300758,0.7484141415122637,0.8511822420332622,0.9073060945970536,0.10308221106216345,0.2465919147163478,-0.033347038914046105,-0.8766077829705873,0.8485974318179407,0.2878912719209043,0.1431770082672684,0.07676941884189596,-0.6477736670578843,0.2838585816835847,-0.6220542214341598,0.33736519472844306,1.0,0.9833790737790216,0.9548307304202821,0.8945459378513865,0.689550469623402,0.41173190981016516,0.9856659598953834,0.8303114828613073,0.8840555641106235,0.9825644015654694,0.9820076924053223,0.8743883736752759,0.9233496387413642,-0.3191489254583603,0.9290481855002567
gpt-4.1,0.9237115092582211,0.9314010495356345,0.7346284711635647,-0.30049731668364527,-0.016277630857925395,0.6745758034030167,0.7090915577195115,0.9267167194070647,0.8224569683879505,-0.07920013138455488,0.09081385435732593,-0.1914232853949492,-0.9196740420551405,0.8639576106746171,0.1269582433743011,-0.02077807253153614,-0.0910957793368937,-0.7671009213973511,0.24378803693989293,-0.5544326551607291,0.272944013447416,0.9833790737790216,1.0,0.8902121588820425,0.8009042678123993,0.5515071809681971,0.35224872994736695,0.943686870950813,0.7467404839784496,0.8170165054380856,0.9817274211974761,0.9893201980821378,0.7721432030501407,0.849187785155278,-0.464723534578967,0.865756896295701
gpt-4.1-mini,0.9685604852207714,0.9555456411835868,0.9165956711340801,0.16535916198857417,0.3711624184028744,0.9195167970526353,0.6720502941832056,0.7027180069074536,0.9477627269254554,0.36767788599061396,0.397209519981179,0.14094193640969588,-0.7978270115808382,0.7025847454196177,0.5594342897401807,0.4307834973691211,0.3693298273806507,-0.3931811477505515,0.442855910654686,-0.5874254252031404,0.29656071004406714,0.9548307304202821,0.8902121588820425,1.0,0.956942299845685,0.8206185000298161,0.36097585185047387,0.9671961067148447,0.8445903835237644,0.8746919940584591,0.8942393328517118,0.8852827772801976,0.970388926944095,0.994861661037447,-0.13962861328549392,0.9909006307138986
gpt-4.1-nano,0.8557789716967096,0.9576630049941127,0.8012933094886218,0.29029994455244,0.5828429024694047,0.9778703667609007,0.8032185820212698,0.5280403937229565,0.9966912071810609,0.5218087666986664,0.6358344663327267,0.4013948815504387,-0.6075684248868153,0.7428241434176996,0.5853745880094571,0.46762280635752984,0.42480850042355456,-0.2964158213900691,0.23748515210778798,-0.7703599537163298,0.5373330175327352,0.8945459378513865,0.8009042678123993,0.956942299845685,1.0,0.940392104947912,0.5869620190847545,0.9528486568318323,0.9528570481258789,0.9554512929731349,0.8596792199800743,0.8366799038028255,0.9868859484455204,0.9443643047702839,0.12401489570075404,0.917508183549207
gpt-4o,0.6550677698968528,0.8122189283205133,0.6739088595660162,0.5561135987944031,0.8243994632828899,0.9757201773822702,0.7460905688123171,0.20775425569217748,0.9270111679592296,0.7609959394858166,0.8488013939649942,0.6813082539946116,-0.3122232111356703,0.5707676855183296,0.715469775433365,0.6342097956648571,0.6160814217774436,0.0021023964417376147,0.1473421000413238,-0.7894361637393528,0.631818752389326,0.689550469623402,0.5515071809681971,0.8206185000298161,0.940392104947912,1.0,0.6554823299066648,0.796127673537232,0.9196105664415527,0.8827466172546587,0.6504291466088078,0.6132234502699825,0.930814612281997,0.822106966988999,0.44864024509454636,0.7734369983041515
gpt-4o-mini,0.16441068256473637,0.5760771481011691,-0.013973358427353828,0.06970802636023526,0.5771904456201088,0.5277792966575288,0.9096153018269817,0.05388795229814609,0.6324452262558746,0.31562774406677774,0.7681225454874255,0.6588880402585935,0.043554487071712195,0.7373770393613199,0.003888619318598581,-0.05721414056312775,-0.03950051556801398,-0.2825920124072559,-0.6378341208450611,-0.9666980024597691,0.9964580382981643,0.41173190981016516,0.35224872994736695,0.36097585185047387,0.5869620190847545,0.6554823299066648,1.0,0.5267672160423633,0.8019937849032256,0.7654027351144914,0.5225211989735022,0.4847804730723707,0.4607810367999243,0.29599648168105336,0.5031580302031349,0.23460349689927537
grok-2-latest,0.9241395950506603,0.9982503636759105,0.7905382011016048,-0.003775132305659562,0.31542899725830065,0.8735136126357166,0.8184717713044329,0.7528963885527868,0.9642917043020274,0.24018396902378977,0.4063519394450274,0.13527854690490138,-0.7857757426294024,0.8602190037937791,0.3659644456043507,0.22644605754298322,0.16885752041515723,-0.561462305963108,0.22023095076492985,-0.7240235337708766,0.4601072880449994,0.9856659598953834,0.943686870950813,0.9671961067148447,0.9528486568318323,0.796127673537232,0.5267672160423633,1.0,0.9099886483134351,0.946118531991324,0.9717573657400072,0.9622587005659162,0.925744934275845,0.9366786563292625,-0.1551996654182704,0.9288226244794063
grok-3-fast-latest,0.7046529866887568,0.9311594110100655,0.5846631296645678,0.1948509301126722,0.6068304655897828,0.9052302656122502,0.9392574844091811,0.4452874849902606,0.9699061753121432,0.46068050390051085,0.7240410443296026,0.5039455224403249,-0.4599011187998225,0.845480388122211,0.3994723296531814,0.28604254488504194,0.25882428337390573,-0.3669865388597309,-0.06844921353677215,-0.9269744126972922,0.7613575910575895,0.8303114828613073,0.7467404839784496,0.8445903835237644,0.9528570481258789,0.9196105664415527,0.8019937849032256,0.9099886483134351,1.0,0.9933110456543013,0.849713582531609,0.8205706511652142,0.8932972116626193,0.8079450627956813,0.2382387013101443,0.7678710949542777
grok-3-latest,0.7588083617836902,0.9631834521513155,0.6159560134574401,0.10124697199252404,0.514516583285388,0.889194343995525,0.9421520570920147,0.5447860983181633,0.9756857060249118,0.3714009778369102,0.6395524466293419,0.40094765288041934,-0.5504116827360571,0.8886561298347625,0.34747216805396763,0.22381761058062252,0.1888465775478797,-0.46131100322550483,-0.038306479909453676,-0.9045023489533814,0.716793573382592,0.8840555641106235,0.8170165054380856,0.8746919940584591,0.9554512929731349,0.8827466172546587,0.7654027351144914,0.946118531991324,0.9933110456543013,1.0,0.9048038733175924,0.8809484504408296,0.8955531951305135,0.833852037754041,0.12504078825177165,0.8017939023038829
grok-3-mini-fast-latest,0.8824736397877967,0.9703276004706188,0.6807041537391667,-0.23742266051404917,0.12015985722511927,0.7366670295625742,0.8295181249740684,0.8491704912856061,0.8868897655731304,0.013519360721017271,0.25214123132148064,-0.02715401158671957,-0.828675905275102,0.9308246665954166,0.13988997904072448,-0.006799426316125922,-0.06732217336865214,-0.7403785931816586,0.10720662845750274,-0.7026534041255572,0.4498412630348955,0.9825644015654694,0.9817274211974761,0.8942393328517118,0.8596792199800743,0.6504291466088078,0.5225211989735022,0.9717573657400072,0.849713582531609,0.9048038733175924,1.0,0.9985922909304481,0.810405084207664,0.8455571727731472,-0.30923913483682336,0.8474714109425512
grok-3-mini-latest,0.8866848929576082,0.9584994805621992,0.6805574588215458,-0.27574980842599917,0.0697661733797599,0.7083808156902067,0.8041201750084231,0.8758785559381921,0.8643134918188992,-0.03062863656204026,0.20061225493365803,-0.08007692892776508,-0.8526811321345494,0.92334116937107,0.1131254493978994,-0.0344890635325591,-0.09742966082073429,-0.7647983864869584,0.12495810907375741,-0.6678302068430135,0.41005190653785867,0.9820076924053223,0.9893201980821378,0.8852827772801976,0.8366799038028255,0.6132234502699825,0.4847804730723707,0.9622587005659162,0.8205706511652142,0.8809484504408296,0.9985922909304481,1.0,0.7895498565306528,0.836368600964008,-0.35924558061350514,0.8425055612440828
o1-mini,0.8848130373823362,0.9230064892573827,0.8776479690645987,0.36931799844482777,0.5843974901010028,0.9871058707817586,0.6965312797201861,0.5137192039860499,0.9712099329081837,0.5713738602465123,0.5968526920760816,0.37083913877236796,-0.6295893944956047,0.6407063731669993,0.6863543192719346,0.5747946239029034,0.5281187718301288,-0.20849183510494565,0.3849655727904918,-0.6637389140342173,0.4112766267050423,0.8743883736752759,0.7721432030501407,0.970388926944095,0.9868859484455204,0.930814612281997,0.4607810367999243,0.925744934275845,0.8932972116626193,0.8955531951305135,0.810405084207664,0.7895498565306528,1.0,0.973230775755405,0.10166492770796019,0.9514716095894101
o3,0.9657472775336557,0.921836146817267,0.9483631898816255,0.2380313007258556,0.3971469634470586,0.9255904568184442,0.6057458511883226,0.662526916335377,0.9270517297055697,0.42095409726250194,0.3970493414726992,0.1521800309395424,-0.781133259156567,0.627186913861006,0.6312575367079571,0.5097490110835124,0.44853715527406146,-0.312662995463918,0.5187127899349174,-0.5288565408309142,0.23423707834838667,0.9233496387413642,0.849187785155278,0.994861661037447,0.9443643047702839,0.822106966988999,0.29599648168105336,0.9366786563292625,0.8079450627956813,0.833852037754041,0.8455571727731472,0.836368600964008,0.973230775755405,1.0,-0.11941761032169962,0.9967284570101089
o3-mini,-0.37187028282795476,-0.11285354479708795,-0.22696421290458005,0.7648973877061046,0.862532045777625,0.25959216879021874,0.1787409643096719,-0.7629959348997609,0.10752793431582332,0.7855527855063027,0.8393254146737041,0.9578056278009719,0.7083360655128459,-0.17626414619494185,0.4308359483786455,0.496489964735137,0.5601703420375023,0.6842301410365734,-0.356566209584189,-0.39014280760497466,0.5642302587388288,-0.3191489254583603,-0.464723534578967,-0.13962861328549392,0.12401489570075404,0.44864024509454636,0.5031580302031349,-0.1551996654182704,0.2382387013101443,0.12504078825177165,-0.30923913483682336,-0.35924558061350514,0.10166492770796019,-0.11941761032169962,1.0,-0.19580289742243104
o4-mini,0.9820099729651637,0.9099256412177918,0.9610702206579278,0.188442590619607,0.32609427742554425,0.8921916339210112,0.5664751657029079,0.7067068890757681,0.8998813453184012,0.36241746842044825,0.3217170523130678,0.07325466030875699,-0.8246516198576826,0.6148796396833308,0.603502361938676,0.47999474575462425,0.41444203552760805,-0.34577736715057855,0.5588104770741287,-0.4750029083293716,0.16930022467583103,0.9290481855002567,0.865756896295701,0.9909006307138986,0.917508183549207,0.7734369983041515,0.23460349689927537,0.9288226244794063,0.7678710949542777,0.8017939023038829,0.8474714109425512,0.8425055612440828,0.9514716095894101,0.9967284570101089,-0.19580289742243104,1.0
